;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-05-27;ANTIOQUIA;PORCE II;93,50;11.901.100,00;94,30%
2015-05-27;ANTIOQUIA;PORCE III;16,30;1.202.700,00;72,89%
2015-05-27;ANTIOQUIA;SAN CARLOS;56,75;7.448.700,00;166,27%
2015-05-27;ANTIOQUIA;TENCHE;7,25;1.975.700,00;141,12%
2015-05-27;CARIBE;SINU URRA;401,75;4.317.700,00;95,31%
2015-05-27;CENTRO;AMOYA;18,67;2.180.200,00;79,57%
2015-05-27;CENTRO;BOGOTA N.R.;18,81;7.481.700,00;46,50%
2015-05-27;CENTRO;MAGDALENA BETANIA;264,54;3.947.100,00;51,66%
2015-05-27;CENTRO;PRADO;39,93;469.900,00;57,30%
2015-05-27;CENTRO;SOGAMOSO;375,79;11.766.900,00;50,22%
2015-05-27;ORIENTE;BATA;55,45;9.353.300,00;56,21%
2015-05-27;ORIENTE;CHUZA;17,07;6.789.600,00;98,26%
2015-05-27;ORIENTE;GUAVIO;103,18;24.162.400,00;97,63%
2015-05-27;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.136.800,00;71,62%
2015-05-27;VALLE;ALTOANCHICAYA;70,59;7.520.500,00;129,00%
2015-05-27;VALLE;CALIMA;8,18;366.700,00;51,65%
2015-05-27;VALLE;CAUCA SALVAJINA;50,30;1.199.100,00;32,85%
2015-05-27;VALLE;DIGUA;45,71;583.700,00;138,98%
2015-05-27;VALLE;FLORIDA II;10,68;213.600,00;68,90%
2015-05-28;ANTIOQUIA;A. SAN LORENZO;36,53;8.393.800,00;78,01%
2015-05-28;ANTIOQUIA;CONCEPCION;10,60;2.888.000,00;121,34%
2015-05-28;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,34;3.090.500,00;77,46%
2015-05-28;ANTIOQUIA;DESV. MANSO;7,39;356.200,00;48,14%
2015-05-28;ANTIOQUIA;GRANDE;18,51;5.787.200,00;45,68%
2015-05-28;ANTIOQUIA;GUADALUPE;42,51;11.586.500,00;164,11%
2015-05-28;ANTIOQUIA;GUATAPE;26,55;4.475.200,00;65,52%
2015-05-28;ANTIOQUIA;MIEL I;48,10;2.319.200,00;48,22%
2015-05-28;ANTIOQUIA;NARE;28,14;9.879.700,00;43,29%
2015-05-28;ANTIOQUIA;PORCE II;59,07;7.518.700,00;59,58%
2015-05-28;ANTIOQUIA;PORCE III;49,68;3.665.100,00;222,13%
2015-05-28;ANTIOQUIA;SAN CARLOS;56,92;7.472.200,00;166,79%
2015-05-28;ANTIOQUIA;TENCHE;9,29;2.530.700,00;180,76%
2015-05-28;CARIBE;SINU URRA;666,64;7.164.500,00;158,16%
2015-05-28;CENTRO;AMOYA;34,97;4.083.900,00;149,05%
2015-05-28;CENTRO;BOGOTA N.R.;11,77;4.681.500,00;29,10%
2015-05-28;CENTRO;MAGDALENA BETANIA;447,75;6.680.800,00;87,45%
2015-05-28;CENTRO;PRADO;27,84;327.600,00;39,95%
2015-05-28;CENTRO;SOGAMOSO;494,17;15.473.800,00;66,04%
2015-05-28;ORIENTE;BATA;67,35;11.360.500,00;68,27%
2015-05-28;ORIENTE;CHUZA;17,08;6.793.600,00;98,32%
2015-05-28;ORIENTE;GUAVIO;118,32;27.707.900,00;111,95%
2015-05-28;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.428.000,00;78,26%
2015-05-28;VALLE;ALTOANCHICAYA;66,81;7.117.800,00;122,09%
2015-05-28;VALLE;CALIMA;6,91;309.800,00;43,63%
2015-05-28;VALLE;CAUCA SALVAJINA;64,09;1.527.900,00;41,86%
2015-05-28;VALLE;DIGUA;42,90;547.900,00;130,45%
2015-05-28;VALLE;FLORIDA II;11,33;226.600,00;73,10%
2015-05-29;ANTIOQUIA;A. SAN LORENZO;162,26;37.289.400,00;346,56%
2015-05-29;ANTIOQUIA;CONCEPCION;12,36;3.367.400,00;141,49%
2015-05-29;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);12,02;3.274.700,00;82,07%
2015-05-29;ANTIOQUIA;DESV. MANSO;10,50;506.300,00;68,42%
2015-05-29;ANTIOQUIA;GRANDE;52,69;16.477.700,00;130,05%
2015-05-29;ANTIOQUIA;GUADALUPE;80,31;21.888.200,00;310,03%
2015-05-29;ANTIOQUIA;GUATAPE;77,57;13.075.400,00;191,44%
2015-05-29;ANTIOQUIA;MIEL I;71,07;3.427.100,00;71,25%
2015-05-29;ANTIOQUIA;NARE;76,10;26.720.800,00;117,09%
2015-05-29;ANTIOQUIA;PORCE II;264,25;33.633.700,00;266,51%
2015-05-29;ANTIOQUIA;PORCE III;59,40;4.382.300,00;265,59%
2015-05-29;ANTIOQUIA;SAN CARLOS;138,58;18.190.800,00;406,04%
2015-05-29;ANTIOQUIA;TENCHE;10,08;2.746.500,00;196,18%
2015-05-29;CARIBE;SINU URRA;673,24;7.235.400,00;159,72%
2015-05-29;CENTRO;AMOYA;71,37;8.335.700,00;304,22%
2015-05-29;CENTRO;BOGOTA N.R.;4,39;1.746.100,00;10,85%
2015-05-29;CENTRO;MAGDALENA BETANIA;462,12;6.895.200,00;90,25%
2015-05-29;CENTRO;PRADO;45,39;534.100,00;65,13%
2015-05-29;CENTRO;SOGAMOSO;499,51;15.641.100,00;66,76%
2015-05-29;ORIENTE;BATA;136,98;23.105.700,00;138,86%
2015-05-29;ORIENTE;CHUZA;29,96;11.916.600,00;172,45%
2015-05-29;ORIENTE;GUAVIO;144,19;33.766.100,00;136,43%
2015-05-29;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;6.343.500,00;144,83%
2015-05-29;VALLE;ALTOANCHICAYA;58,38;6.219.700,00;106,68%
2015-05-29;VALLE;CALIMA;7,31;327.700,00;46,15%
2015-05-29;VALLE;CAUCA SALVAJINA;80,58;1.921.000,00;52,63%
2015-05-29;VALLE;DIGUA;34,05;434.800,00;103,52%
2015-05-29;VALLE;FLORIDA II;14,28;285.600,00;92,13%
2015-05-30;ANTIOQUIA;A. SAN LORENZO;229,66;52.776.900,00;490,49%
2015-05-30;ANTIOQUIA;CONCEPCION;53,37;14.545.600,00;611,16%
2015-05-30;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);14,07;3.834.800,00;96,11%
2015-05-30;ANTIOQUIA;DESV. MANSO;7,34;353.900,00;47,82%
2015-05-30;ANTIOQUIA;GRANDE;86,55;27.065.600,00;213,62%
2015-05-30;ANTIOQUIA;GUADALUPE;114,78;31.282.600,00;443,10%
2015-05-30;ANTIOQUIA;GUATAPE;68,25;11.504.800,00;168,45%
2015-05-30;ANTIOQUIA;MIEL I;45,21;2.180.200,00;45,33%
2015-05-30;ANTIOQUIA;NARE;180,42;63.349.300,00;277,60%
2015-05-30;ANTIOQUIA;PORCE II;245,24;31.214.200,00;247,34%
2015-05-30;ANTIOQUIA;PORCE III;22,61;1.667.800,00;101,08%
2015-05-30;ANTIOQUIA;SAN CARLOS;111,60;14.648.800,00;326,98%
2015-05-30;ANTIOQUIA;TENCHE;22,03;6.003.000,00;428,79%
2015-05-30;CARIBE;SINU URRA;580,21;6.235.600,00;137,65%
2015-05-30;CENTRO;AMOYA;48,00;5.606.200,00;204,61%
2015-05-30;CENTRO;BOGOTA N.R.;25,33;10.075.100,00;62,62%
2015-05-30;CENTRO;MAGDALENA BETANIA;597,63;8.917.100,00;116,72%
2015-05-30;CENTRO;PRADO;48,02;565.100,00;68,91%
2015-05-30;CENTRO;SOGAMOSO;534,06;16.723.000,00;71,37%
2015-05-30;ORIENTE;BATA;83,07;14.012.200,00;84,21%
2015-05-30;ORIENTE;CHUZA;19,86;7.899.400,00;114,32%
2015-05-30;ORIENTE;GUAVIO;123,58;28.939.700,00;116,93%
2015-05-30;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;7.661.900,00;174,93%
2015-05-30;VALLE;ALTOANCHICAYA;43,96;4.683.400,00;80,33%
2015-05-30;VALLE;CALIMA;5,61;251.500,00;35,42%
2015-05-30;VALLE;CAUCA SALVAJINA;75,28;1.794.600,00;49,17%
2015-05-30;VALLE;DIGUA;28,54;364.500,00;86,79%
2015-05-30;VALLE;FLORIDA II;12,64;252.800,00;81,55%
2015-05-31;ANTIOQUIA;A. SAN LORENZO;114,46;26.304.900,00;244,47%
2015-05-31;ANTIOQUIA;CONCEPCION;13,72;3.739.400,00;157,12%
2015-05-31;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,43;2.843.300,00;71,26%
2015-05-31;ANTIOQUIA;DESV. MANSO;8,32;401.000,00;54,19%
2015-05-31;ANTIOQUIA;GRANDE;73,49;22.984.100,00;181,41%
2015-05-31;ANTIOQUIA;GUADALUPE;47,36;12.906.800,00;182,82%
2015-05-31;ANTIOQUIA;GUATAPE;42,64;7.186.900,00;105,23%
2015-05-31;ANTIOQUIA;MIEL I;45,37;2.187.700,00;45,48%
2015-05-31;ANTIOQUIA;NARE;78,13;27.431.800,00;120,21%
2015-05-31;ANTIOQUIA;PORCE II;251,10;31.959.800,00;253,25%
2015-05-31;ANTIOQUIA;PORCE III;13,26;978.300,00;59,29%
2015-05-31;ANTIOQUIA;SAN CARLOS;74,14;9.732.600,00;217,25%
2015-05-31;ANTIOQUIA;TENCHE;15,04;4.098.700,00;292,76%
2015-05-31;CARIBE;SINU URRA;476,21;5.117.900,00;112,98%
2015-05-31;CENTRO;AMOYA;40,46;4.725.700,00;172,47%
2015-05-31;CENTRO;BOGOTA N.R.;23,33;9.279.600,00;57,67%
2015-05-31;CENTRO;MAGDALENA BETANIA;370,73;5.531.600,00;72,40%
2015-05-31;CENTRO;PRADO;33,57;395.000,00;48,17%
2015-05-31;CENTRO;SOGAMOSO;484,68;15.176.800,00;64,78%
2015-05-31;ORIENTE;BATA;90,42;15.252.000,00;91,66%
2015-05-31;ORIENTE;CHUZA;22,68;9.021.000,00;130,55%
2015-05-31;ORIENTE;GUAVIO;97,12;22.743.300,00;91,89%
2015-05-31;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;5.146.600,00;117,50%
2015-05-31;VALLE;ALTOANCHICAYA;34,06;3.628.700,00;62,24%
2015-05-31;VALLE;CALIMA;5,62;252.000,00;35,49%
2015-05-31;VALLE;CAUCA SALVAJINA;75,01;1.788.200,00;48,99%
2015-05-31;VALLE;DIGUA;32,61;416.400,00;99,14%
2015-05-31;VALLE;FLORIDA II;14,38;287.600,00;92,77%
2015-06-01;ANTIOQUIA;A. SAN LORENZO;58,31;13.399.500,00;135,35%
2015-06-01;ANTIOQUIA;CONCEPCION;18,04;4.915.800,00;198,22%
2015-06-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,90;3.243.400,00;90,09%
2015-06-01;ANTIOQUIA;DESV. MANSO;9,35;450.800,00;88,39%
2015-06-01;ANTIOQUIA;GRANDE;35,65;11.149.000,00;95,78%
2015-06-01;ANTIOQUIA;GUADALUPE;31,61;8.614.900,00;115,79%
2015-06-01;ANTIOQUIA;GUATAPE;27,35;4.609.900,00;82,47%
2015-06-01;ANTIOQUIA;MIEL I;46,63;2.248.400,00;67,72%
2015-06-01;ANTIOQUIA;NARE;56,43;19.813.800,00;94,53%
2015-06-01;ANTIOQUIA;PORCE II;91,95;11.703.500,00;99,77%
2015-06-01;ANTIOQUIA;PORCE III;38,26;2.822.700,00;159,47%
2015-06-01;ANTIOQUIA;SAN CARLOS;57,76;7.581.900,00;220,40%
2015-06-01;ANTIOQUIA;TENCHE;3,79;1.033.000,00;69,80%
2015-06-01;CARIBE;SINU URRA;527,32;5.667.200,00;111,56%
2015-06-01;CENTRO;AMOYA;30,05;3.509.500,00;131,94%
2015-06-01;CENTRO;BOGOTA N.R.;31,25;12.429.800,00;76,82%
2015-06-01;CENTRO;MAGDALENA BETANIA;454,32;6.778.800,00;77,65%
2015-06-01;CENTRO;PRADO;30,40;357.700,00;68,79%
2015-06-01;CENTRO;SOGAMOSO;295,86;9.264.200,00;52,91%
2015-06-01;ORIENTE;BATA;87,15;14.666.900,00;58,62%
2015-06-01;ORIENTE;CHUZA;48,19;19.167.700,00;210,17%
2015-06-01;ORIENTE;GUAVIO;181,03;42.393.200,00;132,31%
2015-06-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.861.300,00;100,29%
2015-06-01;VALLE;ALTOANCHICAYA;33,17;3.533.900,00;76,33%
2015-06-01;VALLE;CALIMA;4,63;207.600,00;36,42%
2015-06-01;VALLE;CAUCA SALVAJINA;74,87;1.784.800,00;59,30%
2015-06-01;VALLE;DIGUA;24,99;319.100,00;91,17%
2015-06-01;VALLE;FLORIDA II;19,93;398.600,00;90,59%
2015-06-02;ANTIOQUIA;A. SAN LORENZO;32,61;7.492.900,00;75,69%
2015-06-02;ANTIOQUIA;CONCEPCION;7,97;2.171.200,00;87,55%
2015-06-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,52;3.138.500,00;87,18%
2015-06-02;ANTIOQUIA;DESV. MANSO;5,25;253.100,00;49,63%
2015-06-02;ANTIOQUIA;GRANDE;24,43;7.640.100,00;65,64%
2015-06-02;ANTIOQUIA;GUADALUPE;23,33;6.359.800,00;85,48%
2015-06-02;ANTIOQUIA;GUATAPE;23,92;4.031.300,00;72,12%
2015-06-02;ANTIOQUIA;MIEL I;38,41;1.851.900,00;55,78%
2015-06-02;ANTIOQUIA;NARE;31,17;10.942.900,00;52,21%
2015-06-02;ANTIOQUIA;PORCE II;67,25;8.559.200,00;72,97%
2015-06-02;ANTIOQUIA;PORCE III;37,51;2.767.700,00;156,37%
2015-06-02;ANTIOQUIA;SAN CARLOS;48,53;6.370.600,00;185,19%
2015-06-02;ANTIOQUIA;TENCHE;6,33;1.723.900,00;116,48%
2015-06-02;CARIBE;SINU URRA;451,24;4.849.600,00;95,46%
2015-06-02;CENTRO;AMOYA;34,26;4.001.700,00;150,44%
2015-06-02;CENTRO;BOGOTA N.R.;29,26;11.638.200,00;71,93%
2015-06-02;CENTRO;MAGDALENA BETANIA;540,31;8.061.900,00;92,35%
2015-06-02;CENTRO;PRADO;25,38;298.700,00;57,44%
2015-06-02;CENTRO;SOGAMOSO;402,93;12.617.000,00;72,06%
2015-06-02;ORIENTE;BATA;205,91;34.653.700,00;138,50%
2015-06-02;ORIENTE;CHUZA;26,84;10.675.700,00;117,06%
2015-06-02;ORIENTE;GUAVIO;134,81;31.569.500,00;98,53%
2015-06-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.321.000,00;86,26%
2015-06-02;VALLE;ALTOANCHICAYA;26,67;2.841.400,00;61,37%
2015-06-02;VALLE;CALIMA;2,91;130.500,00;22,89%
2015-06-02;VALLE;CAUCA SALVAJINA;81,11;1.933.600,00;64,24%
2015-06-02;VALLE;DIGUA;24,33;310.700,00;88,77%
2015-06-02;VALLE;FLORIDA II;23,59;471.800,00;107,23%
2015-06-03;ANTIOQUIA;A. SAN LORENZO;30,51;7.012.000,00;70,83%
2015-06-03;ANTIOQUIA;CONCEPCION;7,12;1.941.700,00;78,29%
2015-06-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);11,32;3.084.800,00;85,69%
2015-06-03;ANTIOQUIA;DESV. MANSO;4,44;213.900,00;41,94%
2015-06-03;ANTIOQUIA;GRANDE;22,69;7.094.700,00;60,95%
2015-06-03;ANTIOQUIA;GUADALUPE;23,74;6.470.400,00;86,97%
2015-06-03;ANTIOQUIA;GUATAPE;20,54;3.462.400,00;61,94%
2015-06-03;ANTIOQUIA;MIEL I;39,17;1.888.900,00;56,89%
2015-06-03;ANTIOQUIA;NARE;29,60;10.393.400,00;49,59%
2015-06-03;ANTIOQUIA;PORCE II;64,41;8.198.200,00;69,89%
2015-06-03;ANTIOQUIA;PORCE III;37,63;2.776.000,00;156,84%
2015-06-03;ANTIOQUIA;SAN CARLOS;45,56;5.980.700,00;173,86%
2015-06-03;ANTIOQUIA;TENCHE;2,79;760.700,00;51,40%
2015-06-03;CARIBE;SINU URRA;656,35;7.053.900,00;138,86%
2015-06-03;CENTRO;AMOYA;39,33;4.593.400,00;172,68%
2015-06-03;CENTRO;BOGOTA N.R.;41,64;16.562.400,00;102,36%
2015-06-03;CENTRO;MAGDALENA BETANIA;570,20;8.507.800,00;97,45%
2015-06-03;CENTRO;PRADO;25,56;300.800,00;57,85%
2015-06-03;CENTRO;SOGAMOSO;195,98;6.136.800,00;35,05%
2015-06-03;ORIENTE;BATA;119,35;20.086.000,00;80,28%
2015-06-03;ORIENTE;CHUZA;32,89;13.082.100,00;143,44%
2015-06-03;ORIENTE;GUAVIO;130,27;30.506.300,00;95,21%
2015-06-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.132.200,00;81,36%
2015-06-03;VALLE;ALTOANCHICAYA;26,35;2.807.300,00;60,63%
2015-06-03;VALLE;CALIMA;7,50;336.300,00;59,00%
2015-06-03;VALLE;CAUCA SALVAJINA;104,16;2.483.100,00;82,50%
2015-06-03;VALLE;DIGUA;22,61;288.700,00;82,49%
2015-06-03;VALLE;FLORIDA II;24,37;487.400,00;110,77%
2015-06-04;ANTIOQUIA;A. SAN LORENZO;27,73;6.372.600,00;64,37%
2015-06-04;ANTIOQUIA;CONCEPCION;5,92;1.613.500,00;65,06%
2015-06-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);10,01;2.728.300,00;75,79%
2015-06-04;ANTIOQUIA;DESV. MANSO;3,27;157.600,00;30,90%
2015-06-04;ANTIOQUIA;GRANDE;22,18;6.936.400,00;59,59%
2015-06-04;ANTIOQUIA;GUADALUPE;24,08;6.562.800,00;88,21%
2015-06-04;ANTIOQUIA;GUATAPE;20,14;3.395.600,00;60,74%
2015-06-04;ANTIOQUIA;MIEL I;34,69;1.672.900,00;50,39%
2015-06-04;ANTIOQUIA;NARE;34,70;12.183.400,00;58,13%
2015-06-04;ANTIOQUIA;PORCE II;60,79;7.737.100,00;65,96%
2015-06-04;ANTIOQUIA;PORCE III;42,06;3.103.500,00;175,34%
2015-06-04;ANTIOQUIA;SAN CARLOS;45,09;5.918.900,00;172,06%
2015-06-04;ANTIOQUIA;TENCHE;5,13;1.397.700,00;94,44%
2015-06-04;CARIBE;SINU URRA;531,73;5.714.600,00;112,49%
2015-06-04;CENTRO;AMOYA;70,07;8.183.400,00;307,65%
2015-06-04;CENTRO;BOGOTA N.R.;17,18;6.833.400,00;42,23%
2015-06-04;CENTRO;MAGDALENA BETANIA;1.122,94;16.755.200,00;191,93%
2015-06-04;CENTRO;PRADO;18,13;213.300,00;41,02%
2015-06-04;CENTRO;SOGAMOSO;297,88;9.327.500,00;53,27%
2015-06-04;ORIENTE;BATA;294,13;49.500.700,00;197,84%
2015-06-04;ORIENTE;CHUZA;33,28;13.237.200,00;145,14%
2015-06-04;ORIENTE;GUAVIO;214,40;50.207.700,00;156,70%
2015-06-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.937.800,00;102,28%
2015-06-04;VALLE;ALTOANCHICAYA;30,56;3.255.800,00;70,32%
2015-06-04;VALLE;CALIMA;5,63;252.400,00;44,28%
2015-06-04;VALLE;CAUCA SALVAJINA;151,34;3.607.800,00;119,86%
2015-06-04;VALLE;DIGUA;28,04;358.100,00;102,31%
2015-06-04;VALLE;FLORIDA II;24,37;487.400,00;110,77%
2015-06-05;ANTIOQUIA;A. SAN LORENZO;27,10;6.228.100,00;62,91%
2015-06-05;ANTIOQUIA;CONCEPCION;5,64;1.538.300,00;62,03%
2015-06-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,03;2.461.200,00;68,37%
2015-06-05;ANTIOQUIA;DESV. MANSO;2,02;97.300,00;19,08%
2015-06-05;ANTIOQUIA;GRANDE;19,23;6.014.500,00;51,67%
2015-06-05;ANTIOQUIA;GUADALUPE;36,30;9.892.900,00;132,97%
2015-06-05;ANTIOQUIA;GUATAPE;20,44;3.446.100,00;61,65%
2015-06-05;ANTIOQUIA;MIEL I;32,90;1.586.400,00;47,78%
2015-06-05;ANTIOQUIA;NARE;23,87;8.382.100,00;39,99%
2015-06-05;ANTIOQUIA;PORCE II;59,18;7.532.500,00;64,22%
2015-06-05;ANTIOQUIA;PORCE III;28,92;2.134.000,00;120,56%
2015-06-05;ANTIOQUIA;SAN CARLOS;50,24;6.594.400,00;191,70%
2015-06-05;ANTIOQUIA;TENCHE;2,94;801.600,00;54,16%
2015-06-05;CARIBE;SINU URRA;707,61;7.604.800,00;149,70%
2015-06-05;CENTRO;AMOYA;86,49;10.101.900,00;379,77%
2015-06-05;CENTRO;BOGOTA N.R.;18,49;7.354.400,00;45,45%
2015-06-05;CENTRO;MAGDALENA BETANIA;1.437,50;21.448.700,00;245,69%
2015-06-05;CENTRO;PRADO;19,20;225.900,00;43,44%
2015-06-05;CENTRO;SOGAMOSO;318,74;9.980.700,00;57,00%
2015-06-05;ORIENTE;BATA;393,80;66.274.600,00;264,89%
2015-06-05;ORIENTE;CHUZA;61,68;24.533.300,00;269,01%
2015-06-05;ORIENTE;GUAVIO;304,30;71.260.200,00;222,41%
2015-06-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.765.000,00;123,77%
2015-06-05;VALLE;ALTOANCHICAYA;32,25;3.435.900,00;74,21%
2015-06-05;VALLE;CALIMA;4,73;212.100,00;37,21%
2015-06-05;VALLE;CAUCA SALVAJINA;145,56;3.470.000,00;115,28%
2015-06-05;VALLE;DIGUA;27,44;350.400,00;100,11%
2015-06-05;VALLE;FLORIDA II;24,37;487.400,00;110,77%
2015-06-06;ANTIOQUIA;A. SAN LORENZO;25,67;5.898.300,00;59,58%
2015-06-06;ANTIOQUIA;CONCEPCION;5,08;1.383.200,00;55,77%
2015-06-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,11;2.483.000,00;68,97%
2015-06-06;ANTIOQUIA;DESV. MANSO;1,01;48.800,00;9,57%
2015-06-06;ANTIOQUIA;GRANDE;17,74;5.547.000,00;47,65%
2015-06-06;ANTIOQUIA;GUADALUPE;26,99;7.356.800,00;98,88%
2015-06-06;ANTIOQUIA;GUATAPE;19,45;3.279.000,00;58,66%
2015-06-06;ANTIOQUIA;MIEL I;31,55;1.521.500,00;45,83%
2015-06-06;ANTIOQUIA;NARE;27,66;9.711.500,00;46,33%
2015-06-06;ANTIOQUIA;PORCE II;57,01;7.256.800,00;61,87%
2015-06-06;ANTIOQUIA;PORCE III;22,28;1.643.700,00;92,86%
2015-06-06;ANTIOQUIA;SAN CARLOS;42,63;5.595.500,00;162,66%
2015-06-06;ANTIOQUIA;TENCHE;6,45;1.757.200,00;118,73%
2015-06-06;CARIBE;SINU URRA;525,52;5.647.900,00;111,18%
2015-06-06;CENTRO;AMOYA;44,28;5.171.700,00;194,42%
2015-06-06;CENTRO;BOGOTA N.R.;54,51;21.681.500,00;134,00%
2015-06-06;CENTRO;MAGDALENA BETANIA;1.539,70;22.973.600,00;263,16%
2015-06-06;CENTRO;PRADO;17,74;208.800,00;40,15%
2015-06-06;CENTRO;SOGAMOSO;343,46;10.754.800,00;61,42%
2015-06-06;ORIENTE;BATA;162,46;27.341.200,00;109,28%
2015-06-06;ORIENTE;CHUZA;30,46;12.115.500,00;132,85%
2015-06-06;ORIENTE;GUAVIO;156,70;36.695.600,00;114,53%
2015-06-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.567.100,00;92,65%
2015-06-06;VALLE;ALTOANCHICAYA;32,92;3.507.200,00;75,75%
2015-06-06;VALLE;CALIMA;5,64;252.900,00;44,37%
2015-06-06;VALLE;CAUCA SALVAJINA;133,24;3.176.300,00;105,52%
2015-06-06;VALLE;DIGUA;27,31;348.800,00;99,66%
2015-06-06;VALLE;FLORIDA II;24,37;487.400,00;110,77%
2015-06-07;ANTIOQUIA;A. SAN LORENZO;34,55;7.939.500,00;80,20%
2015-06-07;ANTIOQUIA;CONCEPCION;6,66;1.814.100,00;73,15%
2015-06-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,90;2.698.300,00;74,95%
2015-06-07;ANTIOQUIA;DESV. MANSO;2,08;100.300,00;19,67%
2015-06-07;ANTIOQUIA;GRANDE;16,40;5.129.200,00;44,07%
2015-06-07;ANTIOQUIA;GUADALUPE;28,95;7.889.900,00;106,05%
2015-06-07;ANTIOQUIA;GUATAPE;43,31;7.299.900,00;130,59%
2015-06-07;ANTIOQUIA;MIEL I;30,79;1.484.600,00;44,72%
2015-06-07;ANTIOQUIA;NARE;20,98;7.365.900,00;35,14%
2015-06-07;ANTIOQUIA;PORCE II;64,66;8.230.200,00;70,16%
2015-06-07;ANTIOQUIA;PORCE III;20,34;1.501.000,00;84,80%
2015-06-07;ANTIOQUIA;SAN CARLOS;67,91;8.913.900,00;259,13%
2015-06-07;ANTIOQUIA;TENCHE;4,63;1.263.000,00;85,34%
2015-06-07;CARIBE;SINU URRA;607,85;6.532.700,00;128,60%
2015-06-07;CENTRO;AMOYA;29,73;3.472.400,00;130,54%
2015-06-07;CENTRO;BOGOTA N.R.;29,50;11.733.700,00;72,52%
2015-06-07;CENTRO;MAGDALENA BETANIA;672,29;10.031.100,00;114,90%
2015-06-07;CENTRO;PRADO;19,14;225.200,00;43,31%
2015-06-07;CENTRO;SOGAMOSO;298,16;9.336.100,00;53,32%
2015-06-07;ORIENTE;BATA;110,72;18.633.600,00;74,47%
2015-06-07;ORIENTE;CHUZA;16,36;6.507.200,00;71,35%
2015-06-07;ORIENTE;GUAVIO;117,04;27.408.100,00;85,54%
2015-06-07;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.953.800,00;76,72%
2015-06-07;VALLE;ALTOANCHICAYA;26,96;2.872.300,00;62,04%
2015-06-07;VALLE;CALIMA;3,76;168.600,00;29,58%
2015-06-07;VALLE;CAUCA SALVAJINA;90,87;2.166.300,00;71,97%
2015-06-07;VALLE;DIGUA;27,76;354.500,00;101,29%
2015-06-07;VALLE;FLORIDA II;22,66;453.200,00;103,00%
2015-06-08;ANTIOQUIA;A. SAN LORENZO;37,22;8.553.500,00;86,40%
2015-06-08;ANTIOQUIA;CONCEPCION;5,31;1.446.200,00;58,31%
2015-06-08;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);9,17;2.498.200,00;69,39%
2015-06-08;ANTIOQUIA;DESV. MANSO;5,63;271.200,00;53,18%
2015-06-08;ANTIOQUIA;GRANDE;16,57;5.182.000,00;44,52%
2015-06-08;ANTIOQUIA;GUADALUPE;22,71;6.189.700,00;83,19%
2015-06-08;ANTIOQUIA;GUATAPE;24,26;4.089.600,00;73,16%
2015-06-08;ANTIOQUIA;MIEL I;36,48;1.759.000,00;52,98%
2015-06-08;ANTIOQUIA;NARE;25,31;8.885.600,00;42,39%
2015-06-08;ANTIOQUIA;PORCE II;59,72;7.601.100,00;64,80%
2015-06-08;ANTIOQUIA;PORCE III;14,68;1.082.900,00;61,18%
2015-06-08;ANTIOQUIA;SAN CARLOS;47,55;6.241.700,00;181,44%
2015-06-08;ANTIOQUIA;TENCHE;4,84;1.318.600,00;89,09%
2015-06-08;CARIBE;SINU URRA;696,79;7.488.500,00;147,41%
2015-06-08;CENTRO;AMOYA;45,79;5.348.100,00;201,06%
2015-06-08;CENTRO;BOGOTA N.R.;59,21;23.550.900,00;145,56%
2015-06-08;CENTRO;MAGDALENA BETANIA;552,32;8.241.100,00;94,40%
2015-06-08;CENTRO;PRADO;23,10;271.800,00;52,27%
2015-06-08;CENTRO;SOGAMOSO;311,82;9.764.100,00;55,76%
2015-06-08;ORIENTE;BATA;86,36;14.534.000,00;58,09%
