;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-03-26;ORIENTE;BATA;11,99;2.017.500,00;57,97%
2015-03-26;ORIENTE;CHUZA;3,73;1.483.600,00;62,86%
2015-03-26;ORIENTE;GUAVIO;8,12;1.898.500,00;25,87%
2015-03-26;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.875.000,00;87,39%
2015-03-26;VALLE;ALTOANCHICAYA;44,78;4.767.600,00;118,60%
2015-03-26;VALLE;CALIMA;8,19;368.300,00;83,70%
2015-03-26;VALLE;CAUCA SALVAJINA;117,47;2.784.600,00;84,64%
2015-03-26;VALLE;DIGUA;24,53;313.300,00;116,04%
2015-03-26;VALLE;FLORIDA II;7,20;144.000,00;90,00%
2015-03-27;ANTIOQUIA;A. SAN LORENZO;15,59;3.581.800,00;62,29%
2015-03-27;ANTIOQUIA;CONCEPCION;2,65;721.400,00;55,49%
2015-03-27;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,28;1.166.500,00;58,03%
2015-03-27;ANTIOQUIA;DESV. MANSO;0,00;;
2015-03-27;ANTIOQUIA;GRANDE;12,32;3.854.100,00;51,66%
2015-03-27;ANTIOQUIA;GUADALUPE;9,93;2.705.900,00;74,96%
2015-03-27;ANTIOQUIA;GUATAPE;22,92;3.864.300,00;92,01%
2015-03-27;ANTIOQUIA;MIEL I;102,74;4.954.400,00;120,84%
2015-03-27;ANTIOQUIA;NARE;21,59;7.581.900,00;59,94%
2015-03-27;ANTIOQUIA;PORCE II;31,80;4.047.300,00;59,69%
2015-03-27;ANTIOQUIA;PORCE III;21,77;1.606.500,00;124,53%
2015-03-27;ANTIOQUIA;SAN CARLOS;18,16;2.383.800,00;102,75%
2015-03-27;ANTIOQUIA;TENCHE;3,22;877.600,00;108,35%
2015-03-27;CARIBE;SINU URRA;46,52;500.000,00;33,11%
2015-03-27;CENTRO;AMOYA;8,19;956.200,00;52,54%
2015-03-27;CENTRO;BOGOTA N.R.;2,64;1.050.100,00;23,76%
2015-03-27;CENTRO;MAGDALENA BETANIA;226,65;3.392.700,00;64,01%
2015-03-27;CENTRO;PRADO;75,27;885.000,00;126,43%
2015-03-27;CENTRO;SOGAMOSO;212,72;6.660.800,00;75,43%
2015-03-27;ORIENTE;BATA;11,80;1.985.500,00;57,05%
2015-03-27;ORIENTE;CHUZA;1,06;421.600,00;17,86%
2015-03-27;ORIENTE;GUAVIO;6,22;1.454.300,00;19,81%
2015-03-27;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.062.500,00;62,69%
2015-03-27;VALLE;ALTOANCHICAYA;33,47;3.563.400,00;88,64%
2015-03-27;VALLE;CALIMA;9,04;406.500,00;92,39%
2015-03-27;VALLE;CAUCA SALVAJINA;105,40;2.498.500,00;75,94%
2015-03-27;VALLE;DIGUA;18,89;241.200,00;89,33%
2015-03-27;VALLE;FLORIDA II;7,20;144.000,00;90,00%
2015-03-28;ANTIOQUIA;A. SAN LORENZO;31,47;7.231.400,00;125,76%
2015-03-28;ANTIOQUIA;CONCEPCION;2,68;730.400,00;56,18%
2015-03-28;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,29;1.169.300,00;58,17%
2015-03-28;ANTIOQUIA;DESV. MANSO;2,51;121.200,00;23,31%
2015-03-28;ANTIOQUIA;GRANDE;12,74;3.985.500,00;53,42%
2015-03-28;ANTIOQUIA;GUADALUPE;10,95;2.984.500,00;82,67%
2015-03-28;ANTIOQUIA;GUATAPE;47,55;8.015.600,00;190,85%
2015-03-28;ANTIOQUIA;MIEL I;86,71;4.181.200,00;101,98%
2015-03-28;ANTIOQUIA;NARE;31,90;11.199.200,00;88,53%
2015-03-28;ANTIOQUIA;PORCE II;34,83;4.433.000,00;65,38%
2015-03-28;ANTIOQUIA;PORCE III;9,80;723.100,00;56,05%
2015-03-28;ANTIOQUIA;SAN CARLOS;36,12;4.741.700,00;204,38%
2015-03-28;ANTIOQUIA;TENCHE;4,26;1.160.000,00;143,21%
2015-03-28;CARIBE;SINU URRA;50,37;541.300,00;35,85%
2015-03-28;CENTRO;AMOYA;7,74;904.200,00;49,68%
2015-03-28;CENTRO;BOGOTA N.R.;10,91;4.339.500,00;98,18%
2015-03-28;CENTRO;MAGDALENA BETANIA;302,69;4.530.900,00;85,49%
2015-03-28;CENTRO;PRADO;71,33;838.700,00;119,81%
2015-03-28;CENTRO;SOGAMOSO;296,55;9.285.700,00;105,16%
2015-03-28;ORIENTE;BATA;10,90;1.834.100,00;52,70%
2015-03-28;ORIENTE;CHUZA;2,94;1.169.400,00;49,55%
2015-03-28;ORIENTE;GUAVIO;5,56;1.299.900,00;17,71%
2015-03-28;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.742.200,00;83,35%
2015-03-28;VALLE;ALTOANCHICAYA;30,19;3.214.200,00;79,96%
2015-03-28;VALLE;CALIMA;11,82;531.500,00;120,80%
2015-03-28;VALLE;CAUCA SALVAJINA;101,63;2.409.100,00;73,22%
2015-03-28;VALLE;DIGUA;22,02;281.200,00;104,15%
2015-03-28;VALLE;FLORIDA II;7,20;144.000,00;90,00%
2015-03-29;ANTIOQUIA;A. SAN LORENZO;28,33;6.509.400,00;113,21%
2015-03-29;ANTIOQUIA;CONCEPCION;4,87;1.327.600,00;102,12%
2015-03-29;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,22;1.422.700,00;70,78%
2015-03-29;ANTIOQUIA;DESV. MANSO;7,12;343.200,00;66,00%
2015-03-29;ANTIOQUIA;GRANDE;17,04;5.329.000,00;71,43%
2015-03-29;ANTIOQUIA;GUADALUPE;10,44;2.844.400,00;78,79%
2015-03-29;ANTIOQUIA;GUATAPE;42,87;7.226.400,00;172,06%
2015-03-29;ANTIOQUIA;MIEL I;146,62;7.070.100,00;172,44%
2015-03-29;ANTIOQUIA;NARE;27,97;9.821.000,00;77,64%
2015-03-29;ANTIOQUIA;PORCE II;60,16;7.657.000,00;112,94%
2015-03-29;ANTIOQUIA;PORCE III;3,32;244.700,00;18,97%
2015-03-29;ANTIOQUIA;SAN CARLOS;41,79;5.485.200,00;236,43%
2015-03-29;ANTIOQUIA;TENCHE;4,31;1.175.500,00;145,12%
2015-03-29;CARIBE;SINU URRA;81,69;877.900,00;58,14%
2015-03-29;CENTRO;AMOYA;13,86;1.618.900,00;88,95%
2015-03-29;CENTRO;BOGOTA N.R.;19,17;7.624.900,00;172,51%
2015-03-29;CENTRO;MAGDALENA BETANIA;399,46;5.979.400,00;112,82%
2015-03-29;CENTRO;PRADO;179,13;2.106.100,00;300,87%
2015-03-29;CENTRO;SOGAMOSO;483,34;15.134.900,00;171,40%
2015-03-29;ORIENTE;BATA;21,02;3.536.900,00;101,64%
2015-03-29;ORIENTE;CHUZA;18,84;7.493.600,00;317,53%
2015-03-29;ORIENTE;GUAVIO;107,57;25.150.200,00;342,65%
2015-03-29;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.557.400,00;138,52%
2015-03-29;VALLE;ALTOANCHICAYA;54,55;5.807.700,00;144,47%
2015-03-29;VALLE;CALIMA;13,34;599.800,00;136,32%
2015-03-29;VALLE;CAUCA SALVAJINA;130,26;3.087.800,00;93,85%
2015-03-29;VALLE;DIGUA;23,87;304.800,00;112,89%
2015-03-29;VALLE;FLORIDA II;7,20;144.000,00;90,00%
2015-03-30;ANTIOQUIA;A. SAN LORENZO;18,48;4.246.900,00;73,86%
2015-03-30;ANTIOQUIA;CONCEPCION;4,51;1.230.300,00;94,64%
2015-03-30;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,79;1.578.100,00;78,51%
2015-03-30;ANTIOQUIA;DESV. MANSO;1,75;84.200,00;16,19%
2015-03-30;ANTIOQUIA;GRANDE;24,05;7.520.600,00;100,81%
2015-03-30;ANTIOQUIA;GUADALUPE;8,38;2.283.700,00;63,26%
2015-03-30;ANTIOQUIA;GUATAPE;47,45;7.998.300,00;190,44%
2015-03-30;ANTIOQUIA;MIEL I;89,75;4.327.900,00;105,56%
2015-03-30;ANTIOQUIA;NARE;28,02;9.837.200,00;77,76%
2015-03-30;ANTIOQUIA;PORCE II;72,21;9.190.500,00;135,55%
2015-03-30;ANTIOQUIA;PORCE III;2,34;172.600,00;13,38%
2015-03-30;ANTIOQUIA;SAN CARLOS;30,32;3.979.600,00;171,53%
2015-03-30;ANTIOQUIA;TENCHE;2,48;675.900,00;83,44%
2015-03-30;CARIBE;SINU URRA;75,95;816.200,00;54,05%
2015-03-30;CENTRO;AMOYA;12,16;1.420.600,00;78,05%
2015-03-30;CENTRO;BOGOTA N.R.;6,21;2.470.000,00;55,88%
2015-03-30;CENTRO;MAGDALENA BETANIA;662,56;9.917.700,00;187,13%
2015-03-30;CENTRO;PRADO;75,35;885.900,00;126,56%
2015-03-30;CENTRO;SOGAMOSO;321,42;10.064.400,00;113,98%
2015-03-30;ORIENTE;BATA;15,36;2.584.500,00;74,27%
2015-03-30;ORIENTE;CHUZA;8,08;3.213.800,00;136,18%
2015-03-30;ORIENTE;GUAVIO;32,31;7.554.200,00;102,92%
2015-03-30;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.438.200,00;104,50%
2015-03-30;VALLE;ALTOANCHICAYA;56,19;5.982.300,00;148,81%
2015-03-30;VALLE;CALIMA;11,63;522.900,00;118,84%
2015-03-30;VALLE;CAUCA SALVAJINA;136,09;3.226.000,00;98,05%
2015-03-30;VALLE;DIGUA;26,53;338.800,00;125,48%
2015-03-30;VALLE;FLORIDA II;7,20;144.000,00;90,00%
2015-03-31;ANTIOQUIA;A. SAN LORENZO;22,65;5.204.300,00;90,51%
2015-03-31;ANTIOQUIA;CONCEPCION;2,55;694.500,00;53,42%
2015-03-31;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,42;1.749.800,00;87,05%
2015-03-31;ANTIOQUIA;DESV. MANSO;0,97;46.600,00;8,96%
2015-03-31;ANTIOQUIA;GRANDE;30,58;9.563.700,00;128,20%
2015-03-31;ANTIOQUIA;GUADALUPE;13,34;3.635.000,00;100,69%
2015-03-31;ANTIOQUIA;GUATAPE;41,49;6.993.800,00;166,52%
2015-03-31;ANTIOQUIA;MIEL I;83,88;4.044.800,00;98,65%
2015-03-31;ANTIOQUIA;NARE;25,80;9.058.400,00;71,61%
2015-03-31;ANTIOQUIA;PORCE II;71,77;9.135.100,00;134,74%
2015-03-31;ANTIOQUIA;PORCE III;20,73;1.529.500,00;118,57%
2015-03-31;ANTIOQUIA;SAN CARLOS;49,96;6.557.600,00;282,66%
2015-03-31;ANTIOQUIA;TENCHE;4,70;1.280.700,00;158,11%
2015-03-31;CARIBE;SINU URRA;100,01;1.074.800,00;71,18%
2015-03-31;CENTRO;AMOYA;12,29;1.434.900,00;78,84%
2015-03-31;CENTRO;BOGOTA N.R.;27,08;10.771.100,00;243,69%
2015-03-31;CENTRO;MAGDALENA BETANIA;365,66;5.473.500,00;103,27%
2015-03-31;CENTRO;PRADO;136,71;1.607.400,00;229,63%
2015-03-31;CENTRO;SOGAMOSO;386,40;12.099.100,00;137,02%
2015-03-31;ORIENTE;BATA;13,59;2.286.700,00;65,71%
2015-03-31;ORIENTE;CHUZA;2,78;1.105.800,00;46,86%
2015-03-31;ORIENTE;GUAVIO;37,46;8.758.300,00;119,32%
2015-03-31;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.756.700,00;114,19%
2015-03-31;VALLE;ALTOANCHICAYA;37,10;3.949.900,00;98,26%
2015-03-31;VALLE;CALIMA;9,11;409.600,00;93,09%
2015-03-31;VALLE;CAUCA SALVAJINA;123,72;2.932.800,00;89,14%
2015-03-31;VALLE;DIGUA;23,69;302.500,00;112,04%
2015-03-31;VALLE;FLORIDA II;8,42;168.400,00;105,25%
2015-04-01;ANTIOQUIA;A. SAN LORENZO;21,88;5.029.200,00;62,01%
2015-04-01;ANTIOQUIA;CONCEPCION;3,36;916.100,00;53,26%
2015-04-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,71;1.556.300,00;58,07%
2015-04-01;ANTIOQUIA;DESV. MANSO;0,38;18.200,00;2,80%
2015-04-01;ANTIOQUIA;GRANDE;26,33;8.233.700,00;79,71%
2015-04-01;ANTIOQUIA;GUADALUPE;12,84;3.498.800,00;67,81%
2015-04-01;ANTIOQUIA;GUATAPE;28,74;4.844.300,00;82,39%
2015-04-01;ANTIOQUIA;MIEL I;71,14;3.430.600,00;76,41%
2015-04-01;ANTIOQUIA;NARE;47,06;16.522.300,00;93,98%
2015-04-01;ANTIOQUIA;PORCE II;55,36;7.045.700,00;77,43%
2015-04-01;ANTIOQUIA;PORCE III;0,80;58.700,00;3,84%
2015-04-01;ANTIOQUIA;SAN CARLOS;24,57;3.225.300,00;83,99%
2015-04-01;ANTIOQUIA;TENCHE;3,60;979.800,00;90,72%
2015-04-01;CARIBE;SINU URRA;98,74;1.061.200,00;40,35%
2015-04-01;CENTRO;AMOYA;11,89;1.388.700,00;56,68%
2015-04-01;CENTRO;BOGOTA N.R.;22,42;8.917.600,00;89,44%
2015-04-01;CENTRO;MAGDALENA BETANIA;229,09;3.429.200,00;50,13%
2015-04-01;CENTRO;PRADO;98,46;1.157.700,00;128,63%
2015-04-01;CENTRO;SOGAMOSO;191,19;5.986.700,00;32,89%
2015-04-01;ORIENTE;BATA;14,71;2.481.300,00;28,33%
2015-04-01;ORIENTE;CHUZA;1,93;767.700,00;15,42%
2015-04-01;ORIENTE;GUAVIO;19,63;4.589.600,00;29,18%
2015-04-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.559.700,00;61,38%
2015-04-01;VALLE;ALTOANCHICAYA;53,94;5.742.800,00;105,57%
2015-04-01;VALLE;CALIMA;8,92;401.100,00;66,85%
2015-04-01;VALLE;CAUCA SALVAJINA;126,61;3.001.300,00;82,23%
2015-04-01;VALLE;DIGUA;24,17;308.700,00;85,75%
2015-04-01;VALLE;FLORIDA II;7,20;144.000,00;62,61%
2015-04-02;ANTIOQUIA;A. SAN LORENZO;19,15;4.400.400,00;54,26%
2015-04-02;ANTIOQUIA;CONCEPCION;2,89;788.500,00;45,84%
2015-04-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4,77;1.301.200,00;48,55%
2015-04-02;ANTIOQUIA;DESV. MANSO;0,58;27.800,00;4,28%
2015-04-02;ANTIOQUIA;GRANDE;16,50;5.159.800,00;49,95%
2015-04-02;ANTIOQUIA;GUADALUPE;7,43;2.024.300,00;39,23%
2015-04-02;ANTIOQUIA;GUATAPE;30,47;5.136.600,00;87,36%
2015-04-02;ANTIOQUIA;MIEL I;61,98;2.988.600,00;66,56%
2015-04-02;ANTIOQUIA;NARE;45,76;16.068.600,00;91,40%
2015-04-02;ANTIOQUIA;PORCE II;49,49;6.299.200,00;69,22%
2015-04-02;ANTIOQUIA;PORCE III;3,93;289.700,00;18,93%
2015-04-02;ANTIOQUIA;SAN CARLOS;25,47;3.342.900,00;87,05%
2015-04-02;ANTIOQUIA;TENCHE;4,00;1.089.400,00;100,87%
2015-04-02;CARIBE;SINU URRA;73,88;794.000,00;30,19%
2015-04-02;CENTRO;AMOYA;10,48;1.224.000,00;49,96%
2015-04-02;CENTRO;BOGOTA N.R.;0,00;;
2015-04-02;CENTRO;MAGDALENA BETANIA;336,50;5.037.000,00;73,64%
2015-04-02;CENTRO;PRADO;72,19;848.800,00;94,31%
2015-04-02;CENTRO;SOGAMOSO;377,93;11.834.000,00;65,02%
2015-04-02;ORIENTE;BATA;15,68;2.644.900,00;30,19%
2015-04-02;ORIENTE;CHUZA;6,94;2.760.400,00;55,43%
2015-04-02;ORIENTE;GUAVIO;29,05;6.792.000,00;43,18%
2015-04-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.390.900,00;57,34%
2015-04-02;VALLE;ALTOANCHICAYA;49,85;5.307.400,00;97,56%
2015-04-02;VALLE;CALIMA;6,10;274.300,00;45,72%
2015-04-02;VALLE;CAUCA SALVAJINA;104,29;2.472.200,00;67,73%
2015-04-02;VALLE;DIGUA;26,75;341.600,00;94,89%
2015-04-02;VALLE;FLORIDA II;7,20;144.000,00;62,61%
2015-04-03;ANTIOQUIA;A. SAN LORENZO;40,84;9.384.300,00;115,71%
2015-04-03;ANTIOQUIA;CONCEPCION;4,24;1.156.700,00;67,25%
2015-04-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,65;1.540.200,00;57,47%
2015-04-03;ANTIOQUIA;DESV. MANSO;2,18;105.300,00;16,20%
2015-04-03;ANTIOQUIA;GRANDE;20,37;6.371.700,00;61,68%
2015-04-03;ANTIOQUIA;GUADALUPE;20,77;5.661.500,00;109,72%
2015-04-03;ANTIOQUIA;GUATAPE;42,86;7.225.400,00;122,88%
2015-04-03;ANTIOQUIA;MIEL I;91,03;4.389.400,00;97,76%
2015-04-03;ANTIOQUIA;NARE;52,80;18.539.900,00;105,46%
2015-04-03;ANTIOQUIA;PORCE II;87,66;11.157.600,00;122,61%
2015-04-03;ANTIOQUIA;PORCE III;6,40;472.000,00;30,85%
2015-04-03;ANTIOQUIA;SAN CARLOS;51,51;6.761.600,00;176,08%
2015-04-03;ANTIOQUIA;TENCHE;5,72;1.559.000,00;144,35%
2015-04-03;CARIBE;SINU URRA;102,44;1.100.900,00;41,86%
2015-04-03;CENTRO;AMOYA;12,81;1.496.100,00;61,07%
2015-04-03;CENTRO;BOGOTA N.R.;5,95;2.366.600,00;23,74%
2015-04-03;CENTRO;MAGDALENA BETANIA;183,58;2.748.000,00;40,18%
2015-04-03;CENTRO;PRADO;84,08;988.600,00;109,84%
2015-04-03;CENTRO;SOGAMOSO;571,29;17.888.700,00;98,29%
2015-04-03;ORIENTE;BATA;92,28;15.565.700,00;177,69%
2015-04-03;ORIENTE;CHUZA;17,71;7.044.200,00;141,45%
2015-04-03;ORIENTE;GUAVIO;208,67;48.787.700,00;310,16%
2015-04-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.835.600,00;115,96%
2015-04-03;VALLE;ALTOANCHICAYA;51,35;5.467.000,00;100,50%
2015-04-03;VALLE;CALIMA;18,34;824.600,00;137,43%
2015-04-03;VALLE;CAUCA SALVAJINA;103,73;2.458.900,00;67,37%
2015-04-03;VALLE;DIGUA;24,11;307.900,00;85,53%
2015-04-03;VALLE;FLORIDA II;7,20;144.000,00;62,61%
2015-04-04;ANTIOQUIA;A. SAN LORENZO;41,06;9.435.800,00;116,35%
2015-04-04;ANTIOQUIA;CONCEPCION;4,32;1.176.600,00;68,41%
2015-04-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,96;1.897.000,00;70,78%
2015-04-04;ANTIOQUIA;DESV. MANSO;8,90;429.200,00;66,03%
2015-04-04;ANTIOQUIA;GRANDE;30,75;9.616.000,00;93,09%
2015-04-04;ANTIOQUIA;GUADALUPE;14,21;3.872.400,00;75,05%
2015-04-04;ANTIOQUIA;GUATAPE;48,59;8.190.400,00;139,29%
2015-04-04;ANTIOQUIA;MIEL I;83,44;4.023.700,00;89,61%
2015-04-04;ANTIOQUIA;NARE;34,87;12.244.200,00;69,65%
2015-04-04;ANTIOQUIA;PORCE II;70,63;8.989.900,00;98,79%
2015-04-04;ANTIOQUIA;PORCE III;7,25;535.100,00;34,97%
2015-04-04;ANTIOQUIA;SAN CARLOS;25,31;3.322.900,00;86,53%
2015-04-04;ANTIOQUIA;TENCHE;5,08;1.385.400,00;128,28%
2015-04-04;CARIBE;SINU URRA;90,33;970.800,00;36,91%
2015-04-04;CENTRO;AMOYA;14,75;1.722.700,00;70,31%
2015-04-04;CENTRO;BOGOTA N.R.;18,20;7.239.100,00;72,61%
2015-04-04;CENTRO;MAGDALENA BETANIA;488,73;7.315.700,00;106,95%
2015-04-04;CENTRO;PRADO;87,92;1.033.700,00;114,86%
2015-04-04;CENTRO;SOGAMOSO;793,84;24.857.400,00;136,58%
2015-04-04;ORIENTE;BATA;43,26;7.297.100,00;83,30%
2015-04-04;ORIENTE;CHUZA;17,25;6.861.200,00;137,78%
2015-04-04;ORIENTE;GUAVIO;85,02;19.877.900,00;126,37%
2015-04-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4.048.200,00;97,08%
2015-04-04;VALLE;ALTOANCHICAYA;51,15;5.445.800,00;100,11%
2015-04-04;VALLE;CALIMA;14,39;647.000,00;107,83%
2015-04-04;VALLE;CAUCA SALVAJINA;113,36;2.687.200,00;73,62%
2015-04-04;VALLE;DIGUA;19,71;251.700,00;69,92%
2015-04-04;VALLE;FLORIDA II;8,79;175.800,00;76,43%
2015-04-05;ANTIOQUIA;A. SAN LORENZO;31,15;7.159.000,00;88,27%
2015-04-05;ANTIOQUIA;CONCEPCION;3,42;931.000,00;54,13%
2015-04-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,03;1.916.100,00;71,50%
2015-04-05;ANTIOQUIA;DESV. MANSO;15,60;752.300,00;115,74%
2015-04-05;ANTIOQUIA;GRANDE;32,29;10.097.300,00;97,75%
2015-04-05;ANTIOQUIA;GUADALUPE;8,19;2.233.300,00;43,28%
2015-04-05;ANTIOQUIA;GUATAPE;29,21;4.923.200,00;83,73%
2015-04-05;ANTIOQUIA;MIEL I;122,52;5.907.800,00;131,58%
2015-04-05;ANTIOQUIA;NARE;27,75;9.744.500,00;55,43%
2015-04-05;ANTIOQUIA;PORCE II;62,41;7.943.900,00;87,30%
2015-04-05;ANTIOQUIA;PORCE III;9,78;721.700,00;47,17%
2015-04-05;ANTIOQUIA;SAN CARLOS;42,04;5.518.300,00;143,71%
2015-04-05;ANTIOQUIA;TENCHE;4,13;1.126.500,00;104,31%
2015-04-05;CARIBE;SINU URRA;169,60;1.822.700,00;69,30%
2015-04-05;CENTRO;AMOYA;13,04;1.523.000,00;62,16%
2015-04-05;CENTRO;BOGOTA N.R.;13,25;5.270.200,00;52,86%
2015-04-05;CENTRO;MAGDALENA BETANIA;410,05;6.138.000,00;89,74%
2015-04-05;CENTRO;PRADO;288,90;3.396.800,00;377,42%
2015-04-05;CENTRO;SOGAMOSO;692,66;21.689.200,00;119,17%
2015-04-05;ORIENTE;BATA;26,67;4.498.700,00;51,36%
2015-04-05;ORIENTE;CHUZA;6,44;2.561.500,00;51,44%
2015-04-05;ORIENTE;GUAVIO;53,06;12.405.600,00;78,87%
2015-04-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.404.400,00;81,64%
2015-04-05;VALLE;ALTOANCHICAYA;41,55;4.423.700,00;81,32%
2015-04-05;VALLE;CALIMA;8,88;399.300,00;66,55%
2015-04-05;VALLE;CAUCA SALVAJINA;113,15;2.682.200,00;73,48%
2015-04-05;VALLE;DIGUA;20,46;261.300,00;72,58%
2015-04-05;VALLE;FLORIDA II;8,11;162.200,00;70,52%
2015-04-06;ANTIOQUIA;A. SAN LORENZO;29,35;6.745.400,00;83,17%
2015-04-06;ANTIOQUIA;CONCEPCION;3,72;1.015.000,00;59,01%
2015-04-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,90;1.608.100,00;60,00%
2015-04-06;ANTIOQUIA;DESV. MANSO;8,38;404.200,00;62,18%
2015-04-06;ANTIOQUIA;GRANDE;29,82;9.326.700,00;90,29%
2015-04-06;ANTIOQUIA;GUADALUPE;17,78;4.846.800,00;93,93%
2015-04-06;ANTIOQUIA;GUATAPE;29,85;5.031.900,00;85,58%
2015-04-06;ANTIOQUIA;MIEL I;81,09;3.910.200,00;87,09%
2015-04-06;ANTIOQUIA;NARE;29,01;10.186.200,00;57,94%
2015-04-06;ANTIOQUIA;PORCE II;33,62;4.279.700,00;47,03%
2015-04-06;ANTIOQUIA;PORCE III;30,93;2.282.300,00;149,17%
2015-04-06;ANTIOQUIA;SAN CARLOS;30,49;4.002.300,00;104,23%
2015-04-06;ANTIOQUIA;TENCHE;7,19;1.959.700,00;181,45%
2015-04-06;CARIBE;SINU URRA;138,84;1.492.100,00;56,73%
2015-04-06;CENTRO;AMOYA;11,19;1.306.900,00;53,34%
2015-04-06;CENTRO;BOGOTA N.R.;14,45;5.747.500,00;57,65%
2015-04-06;CENTRO;MAGDALENA BETANIA;400,23;5.991.000,00;87,59%
2015-04-06;CENTRO;PRADO;92,33;1.085.600,00;120,62%
2015-04-06;CENTRO;SOGAMOSO;737,57;23.095.200,00;126,90%
2015-04-06;ORIENTE;BATA;23,34;3.937.000,00;44,94%
2015-04-06;ORIENTE;CHUZA;5,47;2.175.700,00;43,69%
2015-04-06;ORIENTE;GUAVIO;44,00;10.287.300,00;65,40%
2015-04-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.156.000,00;75,68%
2015-04-06;VALLE;ALTOANCHICAYA;34,90;3.715.700,00;68,30%
2015-04-06;VALLE;CALIMA;8,24;370.500,00;61,75%
2015-04-06;VALLE;CAUCA SALVAJINA;107,38;2.545.400,00;69,74%
2015-04-06;VALLE;DIGUA;16,95;216.500,00;60,14%
2015-04-06;VALLE;FLORIDA II;7,93;158.600,00;68,96%
2015-04-07;ANTIOQUIA;A. SAN LORENZO;65,77;15.114.100,00;186,36%
2015-04-07;ANTIOQUIA;CONCEPCION;3,82;1.040.300,00;60,48%
2015-04-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);8,18;2.228.100,00;83,14%
2015-04-07;ANTIOQUIA;DESV. MANSO;11,11;535.600,00;82,40%
2015-04-07;ANTIOQUIA;GRANDE;21,91;6.852.900,00;66,34%
2015-04-07;ANTIOQUIA;GUADALUPE;28,13;7.666.400,00;148,57%
2015-04-07;ANTIOQUIA;GUATAPE;72,58;12.234.700,00;208,07%
2015-04-07;ANTIOQUIA;MIEL I;75,33;3.632.300,00;80,90%
2015-04-07;ANTIOQUIA;NARE;29,89;10.494.100,00;59,69%
2015-04-07;ANTIOQUIA;PORCE II;72,99;9.290.200,00;102,09%
2015-04-07;ANTIOQUIA;PORCE III;12,25;903.900,00;59,08%
2015-04-07;ANTIOQUIA;SAN CARLOS;81,33;10.676.000,00;278,02%
2015-04-07;ANTIOQUIA;TENCHE;5,04;1.372.900,00;127,12%
2015-04-07;CARIBE;SINU URRA;135,81;1.459.600,00;55,50%
2015-04-07;CENTRO;AMOYA;12,53;1.463.400,00;59,73%
2015-04-07;CENTRO;BOGOTA N.R.;1,69;672.200,00;6,74%
2015-04-07;CENTRO;MAGDALENA BETANIA;314,24;4.688.700,00;68,55%
2015-04-07;CENTRO;PRADO;74,04;870.500,00;96,72%
2015-04-07;CENTRO;SOGAMOSO;707,50;22.153.900,00;121,72%
2015-04-07;ORIENTE;BATA;21,23;3.581.100,00;40,88%
2015-04-07;ORIENTE;CHUZA;5,05;2.008.600,00;40,33%
2015-04-07;ORIENTE;GUAVIO;56,61;13.256.800,00;84,28%
2015-04-07;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.770.500,00;90,42%
2015-04-07;VALLE;ALTOANCHICAYA;47,06;5.010.300,00;92,10%
2015-04-07;VALLE;CALIMA;13,47;605.700,00;100,95%
2015-04-07;VALLE;CAUCA SALVAJINA;92,85;2.201.000,00;60,30%
2015-04-07;VALLE;DIGUA;27,55;351.800,00;97,72%
2015-04-07;VALLE;FLORIDA II;9,41;188.200,00;81,83%
2015-04-08;ANTIOQUIA;A. SAN LORENZO;51,23;11.772.500,00;145,16%
2015-04-08;ANTIOQUIA;CONCEPCION;3,22;876.300,00;50,95%
2015-04-08;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,94;1.891.500,00;70,58%
